index,skill_resource_name,RUID,source,known_era_version_date,chronology_confidence,style_priority,effect_family,visual_density,screen_occupancy,color_structure,hit_treatment,trail_treatment,fragment_treatment,animation_rhythm,icon_usefulness,preview_status,notes,zip_member,sha256,local_copy
168,sprite-12850151,e5591a8f17a84f7d966499a0048cf15a,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,icon,high,small,대표색 #DA6531; dark 47%/mid 16%/bright 37%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_jr_balrog:발록의 화염 파동:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0168_sprite-12850151/preview.png,d0d995611b74da2153c393b985f268895e8da242a0c2b8496e29050d3cfc5646,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_168.png
169,변형된 스텀피,e79a4d871f6a4cbdbf75a7126982013e,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 5개; 실제 지연값 미확보,보조,확보,s_mon_mutant_stumpy:검은 뿌리의 묘지:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0169_변형된_스텀피/preview.png,db5cc07502b0b16d068c2367f90a3c0ae6558465b7c7d1af7a2454019828e878,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_169.png
170,루나픽시,e7ee1a40564c43afbced2da544471266,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #E9F5FF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 2개; 실제 지연값 미확보,보조,확보,s_mon_lunar_pixie:월광 구슬:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0170_루나픽시/preview.png,c1a39f989205a62e46f7bbe08dffd2b4ad900591c16286ec2cd5d16b450a9913,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_170.png
171,마티안,e9d2e8cba2aa4245ae29cfb516746a04,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,beam,high,medium,대표색 #FFED93; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 2개; 실제 지연값 미확보,보조,확보,s_mon_mateon:마티안 광선탄:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0171_마티안/preview.png,d7e36d4d33bb259a2fa043aa473268430adfcc24f838d99182b7c3e5a4fec719,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_171.png
172,animationclip-669396,eaa71284041b4c8390c32ade11286e16,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,layered VFX,high,medium,대표색 #FFFEFB; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 10개; 실제 지연값 미확보,보조,확보,s_hero_01:슬래시 블러스트:effect_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0172_animationclip-669396/preview.png,56962a2b6a8b6d7db1c5789d4d48e57461bcce78accac94c03775e013898113f,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_172.png
173,키메라,ec7b571a85244965b296d26e6511e06d,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #99988B; dark 13%/mid 6%/bright 81%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 22개; 실제 지연값 미확보,보조,확보,s_mon_chimera:융합체의 산성 포격:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0173_키메라/preview.png,6ce2e0f0006c60da9d9481599b58b66e081f2f264c39d42b0baf5d0d5512c471,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_173.png
174,도도,ee1dc1a6f4e6452b860a43ce291c62a3,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 5개; 실제 지연값 미확보,보조,확보,s_mon_dodo:기억 포식:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0174_도도/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_174.png
175,animationclip-669873,f2193098cb774d9e820a5831e486a6a8,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,wave/area,high,medium,대표색 #FEFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 8개; 실제 지연값 미확보,보조,확보,s_mon_mano:마노의 무지개 파동:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0175_animationclip-669873/preview.png,8d5492532a60ffdedb31a1bc6e1839ef6a1a747ddab368067bd7909c834ae9f2,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_175.png
176,animationclip-1040508,f4b476d028ea4c95b7bb26247954cdcf,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #F9F8F8; dark 0%/mid 1%/bright 99%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 91개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: 6차 오리진 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0176_animationclip-1040508/preview.png,72edeef3f9db303b81ff2e20a26e80edcaa2139df981caab280abe66ddb75728,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_176.png
177,sprite-8935626,f527f0a168f34f31bd8b17e1059f3769,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,icon,high,small,대표색 #968F74; dark 30%/mid 29%/bright 40%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_bow_02:바람의 시:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0177_sprite-8935626/preview.png,44d31cf9ec857234e60ebaee2ec462a6b1e27c0719f8a84b275288626e86b900,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_177.png
178,설산의 마녀,f55dd57a708e43238b64715c02bb06cc,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,wave/area,high,medium,대표색 #A2D1FF; dark 0%/mid 6%/bright 94%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 4개; 실제 지연값 미확보,보조,확보,s_mon_snow_witch:추방자의 눈보라:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0178_설산의_마녀/preview.png,a2b856b731abedac0f1cc4a28060e5627240e3eeacb1d5324fc2a2b98d2cab19,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_178.png
179,sprite-8935754,f62b353e3f704eb097e427b7fc97980e,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,icon,high,small,대표색 #55DB37; dark 15%/mid 30%/bright 54%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_bow_01:애로우 블로우:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0179_sprite-8935754/preview.png,0541e195aabe9a995a93cfda6d6b28d24ec4206d0cae66fe575c64fcc52fe2f0,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_179.png
180,animationclip-670288,f8a5f012719d401c9281b0a81617aafb,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #BDCBCA; dark 4%/mid 8%/bright 88%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 28개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: 6차 오리진 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0180_animationclip-670288/preview.png,5742bb987ac1c46693f69945340aa750206066ebe1851cc87d7e691de80dfe9c,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_180.png
181,화염 돌풍,f960bb921fb44bea91c95ea6b95f1d85,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #D76624; dark 25%/mid 19%/bright 56%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_fire_boar:화염 돌풍:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0181_화염_돌풍/preview.png,b9416404103191436f7927f870ec2b8dff58226bad0d1028ebd522a6db62d909,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_181.png
182,장난감 목마,fc4857ea48be477c9546c775e0f31d49,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,dash,high,medium,대표색 #8A7361; dark 15%/mid 17%/bright 68%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 9개; 실제 지연값 미확보,보조,확보,s_mon_toy_trojan:태엽 목마 돌진:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0182_장난감_목마/preview.png,a98b7f3baed07be0206966fda33a6309d97c75fde0dbe2c87b9a911837306a92,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_182.png
183,sprite-8936578,fd051469cf104e0bb1597e6930619354,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,icon,high,small,대표색 #BF4B25; dark 44%/mid 35%/bright 21%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_bow_04:피닉스:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0183_sprite-8936578/preview.png,81ce9ccafabd1742004d09ac38c31606dd90e9f4d9742b8017b71bcdcbfa49f9,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_183.png
